SchoolID, StudentID, SemesterID, SemesterName, YearID, AcdemicYear, ExtDivisionID, Division, BranchID, Branch, Specialization, DepartmentID, Department, CourseLevelID, CourseLevel, IsCurrentSemester
COEP,41209014,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209001,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209012,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209018,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209022,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209002,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209021,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209004,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209024,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209025,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209006,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209013,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209023,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209003,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209011,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209020,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209008,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209016,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209019,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209005,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
COEP,41209007,21,Semester I,9,2013,4290,Div-1,40,Enterprise Resource Planning,NULL,2,Production Engineering and Industrial Management,2606,PG Diploma,0
