SchoolID, TeacherID, SubjectID, SubjectCode, SubjectName, YearID, DivisionID, Division, SemesterID, Semester, BranchID, Branch,DepartmentID, Department, CourseLevel, AcademicYear
COEP,10810001,284,CT-11001,Fundamentals of Computer Programminng,10,4290,Div-1,26,Semester II,9,Production Engineering (Sandwich),2,,UG,2014
COEP,10810001,285,CT-11002,Computer Programming LAB,10,4290,Div-1,16,Semester II,8,Metallurgical Engineering,3,,UG,2014
COEP,10810001,284,CT-11001,Fundamentals of Computer Programminng,10,4290,Div-1,16,Semester II,8,Metallurgical Engineering,3,,UG,2014
COEP,10810001,285,CT-11002,Computer Programming LAB,10,4290,Div-1,14,Semester II,7,Mechanical Engineering,4,,UG,2014
COEP,10810001,284,CT-11001,Fundamentals of Computer Programminng,10,4290,Div-1,14,Semester II,7,Mechanical Engineering,4,,UG,2014
COEP,10810001,285,CT-11002,Computer Programming LAB,10,4290,Div-1,4,Semester II,2,Civil Engineering,9,,UG,2014
COEP,10810001,284,CT-11001,Fundamentals of Computer Programminng,10,4290,Div-1,4,Semester II,2,Civil Engineering,9,,UG,2014
COEP,410502013,285,CT-11002,Computer Programming LAB,10,4294,Div-5,26,Semester II,9,Production Engineering (Sandwich),2,,UG,2014
COEP,410502013,285,CT-11002,Computer Programming LAB,10,4294,Div-5,16,Semester II,8,Metallurgical Engineering,3,,UG,2014
COEP,410502013,285,CT-11002,Computer Programming LAB,10,4294,Div-5,14,Semester II,7,Mechanical Engineering,4,,UG,2014
COEP,410502013,285,CT-11002,Computer Programming LAB,10,4294,Div-5,4,Semester II,2,Civil Engineering,9,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4295,Div-6,8,Semester II,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,419803009,295,EE-11002,Basic Electrical Engineering -LAB,10,4295,Div-6,8,Semester II,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4299,Div-10,8,Semester II,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,419803009,295,EE-11002,Basic Electrical Engineering -LAB,10,4299,Div-10,8,Semester II,4,Electronics and Telecommunication Engineering ,6,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4299,Div-10,6,Semester II,3,Computer Engineering,8,,UG,2014
COEP,419803009,295,EE-11002,Basic Electrical Engineering -LAB,10,4299,Div-10,6,Semester II,3,Computer Engineering,8,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4299,Div-10,12,Semester II,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,419803009,295,EE-11002,Basic Electrical Engineering -LAB,10,4299,Div-10,12,Semester II,6,Instrumentation and Control Engineering ,5,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4295,Div-6,6,Semester II,3,Computer Engineering,8,,UG,2014
COEP,419803009,295,EE-11002,Basic Electrical Engineering -LAB,10,4295,Div-6,6,Semester II,3,Computer Engineering,8,,UG,2014
COEP,419803009,413,EE-11003,Basic Electrical Engineering,10,4299,Div-10,10,Semester II,5,Information Technology ,8,,UG,2014
